domain,adj.r.squared,source
Q9NP66_PF00505_104,0.10422754247059396,Domainome 1.0
Q9NPB3_PF13499_155,0.1680545645437148,Domainome 1.0
Q9NPC8_PF00046_131,0.22712049815650248,Domainome 1.0
Q9NQ86_PF00643_208,0.40970686928552713,Domainome 1.0
Q9NQV8_PF00096_668,0.041043308387923805,Domainome 1.0
Q9NQX1_PF00096_433,0.25068224239176606,Domainome 1.0
Q9NSC2_PF00096_1030,0.18601083298528542,Domainome 1.0
Q9NU63_PF00096_176,0.07091822874404918,Domainome 1.0
Q9NUP7_PF11722_18,0.011354822440293844,Domainome 1.0
Q9NW38_PF11793_305,0.31380882535779575,Domainome 1.0
Q9NWH9_PF02037_19,0.31559151915124783,Domainome 1.0
Q9NYL2_PF00536_330,0.3984007070750635,Domainome 1.0
Q9NYS7_PF07525_369,0.0263383976811824,Domainome 1.0
Q9NZM3_PF14604_1129,0.43938862806040335,Domainome 1.0
Q9P0J7_PF05605_76,0.20215886675535755,Domainome 1.0
Q9P2D1_PF07533_2564,-1.6171276806509205e-4,Domainome 1.0
Q9P2F5_PF10264_64,0.4026480179378612,Domainome 1.0
Q9P2K3_PF00249_87,0.09615078312807313,Domainome 1.0
Q9P2P5_PF00397_800,0.38635270957562207,Domainome 1.0
Q9P2R6_PF00320_502,0.3040124471282888,Domainome 1.0
Q9UBF6_PF12678_48,0.03372463250806301,Domainome 1.0
Q9UBS4_PF00226_25,0.3705501104111163,Domainome 1.0
Q9UBW7_PF06467_463,0.1548091725686065,Domainome 1.0
Q9UBX0_PF00046_110,0.19486175269177508,Domainome 1.0
Q9UDY2_PF00595_26,0.472695301979558,Domainome 1.0
Q9UDY2_PF00595_509,0.2691767422154602,Domainome 1.0
Q9UHA3_PF01246_2,0.08040274501391798,Domainome 1.0
Q9UHC7_PF00642_89,0.4867478218640372,Domainome 1.0
Q9UHD4_PF02017_36,0.2083443545344571,Domainome 1.0
Q9UIF8_PF00628_1927,0.284424149469767,Domainome 1.0
Q9UJ78_PF06467_334,0.4422331959735355,Domainome 1.0
Q9UJQ4_PF00096_383,0.3305721998007485,Domainome 1.0
Q9UJQ4_PF00096_627,0.1608914744250992,Domainome 1.0
Q9UJQ4_PF00096_899,0.07139448011734728,Domainome 1.0
Q9UJV3_PF00643_191,0.26136338981690865,Domainome 1.0
Q9UKI9_PF00157_186,0.2204152038153141,Domainome 1.0
Q9UKL0_PF00249_383,0.30326022259077356,Domainome 1.0
Q9UKS6_PF14604_365,0.25721793270315363,Domainome 1.0
Q9UKW6_PF02198_47,0.3821798346170142,Domainome 1.0
Q9UKY1_PF18387_100,0.26904588092479453,Domainome 1.0
Q9UL15_PF02179_280,0.277136296225882,Domainome 1.0
Q9ULJ8_PF07647_987,0.43056879445983043,Domainome 1.0
Q9ULL8_PF00595_7,0.4707926228790805,Domainome 1.0
Q9ULT8_PF18410_1892,0.0851877700208108,Domainome 1.0
Q9ULZ3_PF00619_114,0.09854985135058636,Domainome 1.0
Q9UNF0_PF00018_428,0.20450861232497264,Domainome 1.0
Q9UPQ7_PF00595_244,0.3703066685611651,Domainome 1.0
Q9UPQ7_PF00595_414,0.322217230771528,Domainome 1.0
Q9UPW6_PF02376_358,0.11742933382881016,Domainome 1.0
Q9UPW6_PF02376_482,0.09483039619678346,Domainome 1.0
Q9UQR1_PF00096_172,0.25670973863776725,Domainome 1.0
Q9Y222_PF00249_226,0.3207652434005547,Domainome 1.0
Q9Y2G7_PF00096_411,0.15480488221639255,Domainome 1.0
Q9Y2T7_PF00313_86,0.33038097260156674,Domainome 1.0
Q9Y3R0_PF00595_666,0.3937376142293256,Domainome 1.0
Q9Y462_PF00096_506,0.06331736725656778,Domainome 1.0
Q9Y4I5_PF03638_368,0.05998340519756551,Domainome 1.0
Q9Y4J8_PF00569_235,0.26072238645898915,Domainome 1.0
Q9Y5K6_PF00018_271,0.38327168752828655,Domainome 1.0
Q9Y5K6_PF14604_109,0.2972255948102974,Domainome 1.0
Q9Y5K6_PF14604_1,0.36465035731205764,Domainome 1.0
Q9Y618_PF00249_613,0.18634568271064145,Domainome 1.0
Q9Y6N9_PF00595_207,0.5177112709385279,Domainome 1.0
Q9Y6V0_PF05715_1058,0.4255473752812161,Domainome 1.0
1A32,0.16755203825142384,Mega-scale
1AOY,0.23182466770397647,Mega-scale
1E0L,0.5690583560971747,Mega-scale
1F0M,0.5408942934694737,Mega-scale
1GYZ,0.21288769014809883,Mega-scale
1I2T,0.22217065143535297,Mega-scale
1IFY,0.39791991011747574,Mega-scale
1JIC,0.029371948210515142,Mega-scale
1K1V,0.2539968215005577,Mega-scale
1LP1,0.019357683755401145,Mega-scale
1O6X,0.29421654461936175,Mega-scale
1ORC,0.20604825646449443,Mega-scale
1PSE,0.21094697897717107,Mega-scale
1PV0,0.27538019722350515,Mega-scale
1R69,0.5484840976428753,Mega-scale
1TG0,0.28623627402526786,Mega-scale
1UFM,0.42442059163505086,Mega-scale
1UZC,0.0807562994444716,Mega-scale
1V1C,0.4732343572845724,Mega-scale
1WCL,0.19692112161137976,Mega-scale
2AMI,0.1953345451466636,Mega-scale
2BTT,0.22783753451616462,Mega-scale
2CJJ,0.11454289826698949,Mega-scale
2D1U,0.16148591746923358,Mega-scale
2GP8,0.313310159972118,Mega-scale
2JVD,0.294664383705038,Mega-scale
2JVG,0.05989884429228087,Mega-scale
2K28,0.25830462905707774,Mega-scale
2KFV,0.04131499951802631,Mega-scale
2KRU,0.06382959596501991,Mega-scale
2KVT,0.1257557069988643,Mega-scale
2KWH,0.18506589520785632,Mega-scale
2L2D,0.37484840782875106,Mega-scale
2L33,0.2105039122728528,Mega-scale
2L6Q,0.2352771079836502,Mega-scale
2L7M,0.2710493112674065,Mega-scale
2L9R,0.2245190746807415,Mega-scale
2LCL,0.10057432344467043,Mega-scale
2LHR,0.06626358229779039,Mega-scale
2LO1,0.25707324045720337,Mega-scale
2M0Y,0.37639717472117573,Mega-scale
2MI6,0.2425419781772309,Mega-scale
2MXD,9.137284126486955e-4,Mega-scale
2MYX,0.16159795322555326,Mega-scale
2N88,0.32563637501548603,Mega-scale
2O2W,0.325047611333521,Mega-scale
2QFF,0.07718580928256802,Mega-scale
2RRU,0.26175928446888885,Mega-scale
2WNM,0.2073735397305828,Mega-scale
2YSB,0.38088444548667644,Mega-scale
3DKM,0.0612058971758499,Mega-scale
4G3O,0.1750960966329993,Mega-scale
5JRT,0.35769080438252465,Mega-scale
5OAO,0.042153952103050174,Mega-scale
5UBS,0.01644341178720854,Mega-scale
6ACV,0.10231267125545418,Mega-scale
