domain,adj.r.squared,source
Q9P2R6_PF00320_502,0.24909089286971287,Domainome 1.0
Q9UBF6_PF12678_48,0.07647688774161487,Domainome 1.0
Q9UBS4_PF00226_25,0.3054914006186674,Domainome 1.0
Q9UBW7_PF06467_463,0.08074648819277408,Domainome 1.0
Q9UBX0_PF00046_110,0.09085076740091536,Domainome 1.0
Q9UDY2_PF00595_26,0.3915266691829241,Domainome 1.0
Q9UDY2_PF00595_509,0.1073995437251144,Domainome 1.0
Q9UHA3_PF01246_2,0.05194946763392494,Domainome 1.0
Q9UHC7_PF00642_89,0.32910184953927135,Domainome 1.0
Q9UHD4_PF02017_36,0.3310145541737266,Domainome 1.0
Q9UIF8_PF00628_1927,0.26647309184881396,Domainome 1.0
Q9UJ78_PF06467_334,0.28257221042214475,Domainome 1.0
Q9UJQ4_PF00096_383,0.15492245747969768,Domainome 1.0
Q9UJQ4_PF00096_627,0.07213214883919572,Domainome 1.0
Q9UJQ4_PF00096_899,0.05781147463840397,Domainome 1.0
Q9UJV3_PF00643_191,0.22547507748841633,Domainome 1.0
Q9UKI9_PF00157_186,0.2547700762705979,Domainome 1.0
Q9UKL0_PF00249_383,0.17759382722615513,Domainome 1.0
Q9UKS6_PF14604_365,0.2273795366960485,Domainome 1.0
Q9UKW6_PF02198_47,0.3481000373091494,Domainome 1.0
Q9UKY1_PF18387_100,0.25575342416157565,Domainome 1.0
Q9UL15_PF02179_280,0.046811990315064334,Domainome 1.0
Q9ULJ8_PF07647_987,0.19325869784672656,Domainome 1.0
Q9ULL8_PF00595_7,0.25064048479048096,Domainome 1.0
Q9ULT8_PF18410_1892,0.31698107631540806,Domainome 1.0
Q9ULZ3_PF00619_114,0.243929062409595,Domainome 1.0
Q9UNF0_PF00018_428,0.13074691858008558,Domainome 1.0
Q9UPQ7_PF00595_244,0.43814320894599945,Domainome 1.0
Q9UPQ7_PF00595_414,0.3100478839180134,Domainome 1.0
Q9UPW6_PF02376_358,0.18331688399976276,Domainome 1.0
Q9UPW6_PF02376_482,0.07634800460425428,Domainome 1.0
Q9UQR1_PF00096_172,0.11208528275304996,Domainome 1.0
Q9Y222_PF00249_226,0.04222194320076422,Domainome 1.0
Q9Y2G7_PF00096_411,0.06438793458132419,Domainome 1.0
Q9Y2T7_PF00313_86,0.23791039643508194,Domainome 1.0
Q9Y3R0_PF00595_666,0.1858607217322561,Domainome 1.0
Q9Y462_PF00096_506,0.03731626293440071,Domainome 1.0
Q9Y4I5_PF03638_368,0.03370202804897793,Domainome 1.0
Q9Y4J8_PF00569_235,0.1267530917980343,Domainome 1.0
Q9Y5K6_PF00018_271,0.24804249713489857,Domainome 1.0
Q9Y5K6_PF14604_109,0.18150475863279758,Domainome 1.0
Q9Y5K6_PF14604_1,0.24005410880861922,Domainome 1.0
Q9Y618_PF00249_613,0.07013339792289852,Domainome 1.0
Q9Y6N9_PF00595_207,0.41228110453351063,Domainome 1.0
Q9Y6V0_PF05715_1058,0.22685062863639993,Domainome 1.0
O00257,0.16662439762154557,Mega-scale
O75400,0.255305428131261,Mega-scale
O94993,0.07980667469561875,Mega-scale
O95071,0.22422776409372458,Mega-scale
O95155,0.21850300497749797,Mega-scale
P29323,0.4547186621454211,Mega-scale
P31689,0.1164862709990151,Mega-scale
P48052,0.21352080697528442,Mega-scale
P54725,0.3587223417444001,Mega-scale
Q00688,0.265500029687989,Mega-scale
Q13526,0.4122937837801729,Mega-scale
Q5VST9,0.245926291356114,Mega-scale
Q8TE49,0.065639544337868,Mega-scale
